date;subjectId;blocknr;name;timeEventStart;image;timeEventEnd;blockname;alias;waittime
01-Dec-2016 12:57:06;;Block 1;Wait;5.3416;;6.3418;Blok1;;1
01-Dec-2016 12:57:06;;Block 1;Repeat x events;6.342;;6.3421;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Show Image;6.3422;Slide7.JPG;6.3588;Blok1;Draw Image;
01-Dec-2016 12:57:06;;Block 1;Wait;6.359;;6.3692;Blok1;;0.01
01-Dec-2016 12:57:06;;Block 1;Clear screen;6.3694;;6.3914;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Wait;6.3916;;7.3919;Blok1;;1
01-Dec-2016 12:57:06;;Block 1;Repeat x events;7.3921;;7.3921;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Show Image;7.3923;Slide8.JPG;7.4088;Blok1;Draw Image;
01-Dec-2016 12:57:06;;Block 1;Wait;7.409;;7.4192;Blok1;;0.01
01-Dec-2016 12:57:06;;Block 1;Clear screen;7.4194;;7.4414;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Wait;7.4416;;8.4419;Blok1;;1
01-Dec-2016 12:57:06;;Block 1;Repeat x events;8.4421;;8.4421;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Show Image;8.4423;Slide9.JPG;8.4588;Blok1;Draw Image;
01-Dec-2016 12:57:06;;Block 1;Wait;8.459;;8.4692;Blok1;;0.01
01-Dec-2016 12:57:06;;Block 1;Clear screen;8.4694;;8.4913;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Wait;8.4916;;9.4918;Blok1;;1
01-Dec-2016 12:57:06;;Block 1;Repeat x events;9.4921;;9.4921;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Show Image;9.4922;Slide10.JPG;9.5087;Blok1;Draw Image;
01-Dec-2016 12:57:06;;Block 1;Wait;9.5089;;9.5192;Blok1;;0.01
01-Dec-2016 12:57:06;;Block 1;Clear screen;9.5194;;9.5413;Blok1;;
01-Dec-2016 12:57:06;;Block 1;Wait;9.5415;;10.5417;Blok1;;1
01-Dec-2016 12:57:06;;Block 1;Repeat x events;10.542;;10.542;Blok1;;
