

01-Dec-2016 15:55:16;;Block 1;Show Image;0.00088424;Slide1.JPG;0.067814;blok1;Draw Image;
01-Dec-2016 15:55:16;;Block 1;Wait;0.068251;;0.5695;blok1;;0.5
01-Dec-2016 15:55:16;;Block 1;Flip Screen;0.56973;;0.57543;blok1;;
01-Dec-2016 15:55:16;;Block 1;Wait;0.57568;;3.576;blok1;;3
01-Dec-2016 15:57:49;;Block 1;Show Image;0.0011144;Slide1.JPG;0.02339;blok1;Draw Image;
01-Dec-2016 15:57:49;;Block 1;Wait;0.023952;;0.52528;blok1;;0.5
01-Dec-2016 15:57:49;;Block 1;Flip Screen;0.52552;;0.59033;blok1;;
01-Dec-2016 15:57:49;;Block 1;Wait;0.59043;;3.5907;blok1;;3
01-Dec-2016 15:58:57;;Block 1;Show Image;0.00088937;Slide1.JPG;0.023454;blok1;Draw Image;
01-Dec-2016 15:58:57;;Block 1;Wait;0.023917;;0.52515;blok1;;0.5
01-Dec-2016 15:58:57;;Block 1;Flip Screen;0.52538;;0.59402;blok1;;
01-Dec-2016 15:58:57;;Block 1;Wait;0.59412;;3.5943;blok1;;3
01-Dec-2016 15:59:44;;Block 1;Show Image;0.00088818;Slide1.JPG;0.026062;blok1;Draw Image;
01-Dec-2016 15:59:44;;Block 1;Wait;0.026523;;0.52778;blok1;;0.5
01-Dec-2016 15:59:44;;Block 1;Flip Screen;0.52802;;0.59613;blok1;;
01-Dec-2016 15:59:44;;Block 1;Wait;0.59623;;3.5964;blok1;;3
01-Dec-2016 16:00:17;;Block 1;Show Image;0.00088068;Slide1.JPG;0.022668;blok1;Draw Image;
01-Dec-2016 16:00:17;;Block 1;Wait;0.023096;;0.52431;blok1;;0.5
01-Dec-2016 16:00:17;;Block 1;Flip Screen;0.52454;;0.59277;blok1;;
01-Dec-2016 16:00:17;;Block 1;Wait;0.59287;;3.5931;blok1;;3
